Player,Nation,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Straight,Cmp,Off,Blocks,Position 1,Position 2
Jérémy Sebas,MTQ,Strasbourg,fr Ligue 1,20 years,4.4,74,72,2,0,0,0,4,1,0,0,0,0,52,0,2,Forward,Midfielder
Demba Seck,SEN,Torino,it Serie A,22 years,4.7,109,109,0,0,0,0,2,0,0,0,0,0,82,0,7,Midfielder,
Demba Seck,SEN,Frosinone,it Serie A,22 years,3.3,92,89,3,1,0,0,2,1,1,0,0,0,74,0,3,Forward,Midfielder
Aleksandar Sedlar,SRB,Alavés,es La Liga,31 years,10.5,405,387,17,11,0,1,0,1,0,0,0,0,343,1,1,Defender,
Alidu Seidu,GHA,Rennes,fr Ligue 1,23 years,6.6,362,318,43,6,0,1,6,37,0,0,0,0,309,1,3,Defender,
Alidu Seidu,GHA,Clermont Foot,fr Ligue 1,23 years,12.6,756,687,65,10,0,2,4,55,0,0,0,0,623,4,7,Defender,
Nicolas Seiwald,AUT,RB Leipzig,de Bundesliga,22 years,8.0,390,377,10,7,2,3,4,0,3,2,0,0,320,3,5,Midfielder,
Nikola Sekulov,ITA,Juventus,it Serie A,21 years,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Forward,
Davie Selke,GER,Köln,de Bundesliga,28 years,14.1,234,211,22,1,0,0,4,0,0,0,0,0,144,1,9,Forward,
Matz Sels,BEL,Nottingham Forest,eng Premier League,31 years,16.0,378,254,122,29,0,0,0,0,0,0,0,0,263,2,0,Goalkeeper,
Matz Sels,BEL,Strasbourg,fr Ligue 1,31 years,19.0,619,452,166,53,0,0,0,0,0,0,0,0,452,1,0,Goalkeeper,
Nélson Semedo,POR,Wolves,eng Premier League,29 years,34.3,1849,1571,273,25,2,9,80,248,0,0,0,0,1474,5,42,Defender,Midfielder
Vivaldo Semedo,POR,Udinese,it Serie A,18 years,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,
Antoine Semenyo,GHA,Bournemouth,eng Premier League,23 years,23.4,647,632,11,0,5,3,45,11,0,0,0,0,452,4,26,Forward,
Marvin Senaya,TOG,Strasbourg,fr Ligue 1,22 years,23.8,1120,903,216,31,1,3,79,184,1,0,1,0,871,1,23,Defender,Midfielder
Marcos Senesi,ARG,Bournemouth,eng Premier League,26 years,24.9,1297,1244,47,40,4,6,25,7,0,0,0,0,1005,6,17,Defender,
Stefano Sensi,ITA,Inter,it Serie A,27 years,0.5,52,49,3,1,1,1,1,0,2,0,1,0,47,0,1,Midfielder,
Suat Serdar,GER,Hellas Verona,it Serie A,26 years,18.4,602,570,29,23,0,12,9,2,0,0,0,0,445,3,19,Midfielder,
Benjamin Šeško,SVN,RB Leipzig,de Bundesliga,20 years,17.0,330,316,12,0,4,0,4,1,0,0,0,0,215,2,14,Forward,
Kevin Sessa,GER,Heidenheim,de Bundesliga,23 years,11.2,450,409,40,14,2,5,20,9,7,2,1,0,331,1,19,Midfielder,Forward
Aaron Seydel,GER,Darmstadt 98,de Bundesliga,27 years,6.9,190,176,12,0,0,0,1,2,0,0,0,0,110,2,7,Forward,
Andres Sfait,ROU,Salernitana,it Serie A,18 years,0.3,6,5,1,0,0,0,1,1,0,0,0,0,4,0,1,Defender,Midfielder
Stephan El Shaarawy,ITA,Roma,it Serie A,30 years,19.3,662,617,42,1,2,9,17,39,1,1,0,0,545,3,17,Forward,Defender
Luke Shaw,ENG,Manchester Utd,eng Premier League,28 years,10.7,648,540,106,17,2,3,33,62,19,3,12,0,531,2,10,Defender,
James Shea,ENG,Luton Town,eng Premier League,32 years,0.2,9,5,4,1,0,0,0,0,0,0,0,0,6,0,0,Goalkeeper,
Eldor Shomurodov,UZB,Cagliari,it Serie A,28 years,10.4,230,212,17,0,2,1,7,2,0,0,0,0,153,1,7,Forward,Midfielder
Steven Shpendi,ALB,Empoli,it Serie A,20 years,4.6,76,64,11,1,0,0,0,1,0,0,0,0,57,1,4,Forward,Midfielder
Sofiane Sidi Ali,FRA,Marseille,fr Ligue 1,28 years,0.2,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Midfielder,
Vincent Sierro,SUI,Toulouse,fr Ligue 1,27 years,25.1,1316,1146,166,59,4,13,111,6,81,30,44,0,1020,4,28,Midfielder,
Tim Siersleben,GER,Heidenheim,de Bundesliga,23 years,10.1,559,545,13,10,0,9,1,3,0,0,0,0,456,1,5,Defender,
Kiliann Sildillia,FRA,Freiburg,de Bundesliga,21 years,20.1,1167,973,192,17,1,4,37,170,0,0,0,0,847,2,32,Defender,
André Silva,POR,Real Sociedad,es La Liga,27 years,8.1,165,143,20,0,1,0,0,3,0,0,0,0,134,2,8,Forward,
Bernardo Silva,POR,Manchester City,eng Premier League,28 years,28.6,1936,1831,99,40,2,7,83,23,21,10,0,0,1671,6,37,Midfielder,Forward
Caio Henrique Oliveira Silva,BRA,Monaco,fr Ligue 1,26 years,6.9,464,369,94,15,2,0,36,56,23,4,13,0,376,1,13,Defender,
Fábio Silva,POR,Wolves,eng Premier League,21 years,2.9,76,72,4,1,1,0,0,1,0,0,0,0,61,0,0,Forward,
Rui Silva,POR,Betis,es La Liga,29 years,27.5,958,671,284,101,0,0,0,0,0,0,0,0,669,3,0,Goalkeeper,
Thiago Silva,BRA,Chelsea,eng Premier League,38 years,28.1,2287,2198,88,60,0,9,4,3,0,0,0,0,2166,1,6,Defender,
Marco Silvestri,ITA,Udinese,it Serie A,32 years,17.0,451,301,149,44,0,0,0,0,0,0,0,0,324,1,0,Goalkeeper,
Mohamed Simakan,FRA,RB Leipzig,de Bundesliga,23 years,23.8,1573,1456,115,51,3,11,18,64,0,0,0,0,1347,2,12,Defender,
Giovanni Simeone,ARG,Napoli,it Serie A,28 years,8.9,187,170,15,0,2,0,6,0,0,0,0,0,132,2,4,Forward,
Giuliano Simeone,ARG,Alavés,es La Liga,20 years,7.0,169,165,4,0,1,0,14,1,1,0,0,0,114,0,8,Forward,
Jan-Carlo Simic,SRB,Milan,it Serie A,18 years,1.6,64,62,2,2,0,0,0,0,0,0,0,0,59,0,0,Defender,
Moses Simon,NGA,Nantes,fr Ligue 1,28 years,19.9,508,472,30,4,4,4,114,6,13,3,5,0,318,6,41,Forward,Midfielder
Unai Simón,ESP,Athletic Club,es La Liga,26 years,35.4,1227,855,367,127,0,2,0,0,0,0,0,0,728,5,1,Goalkeeper,
Xavi Simons,NED,RB Leipzig,de Bundesliga,20 years,29.5,1434,1293,130,28,19,11,76,11,59,21,21,2,1137,11,42,Midfielder,
Wilfried Singo,CIV,Monaco,fr Ligue 1,22 years,24.3,1490,1411,76,42,2,4,21,34,0,0,0,0,1282,3,11,Defender,
Luis Sinisterra,COL,Bournemouth,eng Premier League,24 years,7.8,292,292,0,0,1,5,11,0,0,0,0,0,226,0,16,Forward,Midfielder
Daley Sinkgraven,NED,Las Palmas,es La Liga,28 years,4.2,276,231,45,9,0,1,5,35,1,1,0,0,237,0,3,Defender,
Jailson Siqueira,BRA,Celta Vigo,es La Liga,27 years,10.0,488,476,11,11,1,1,4,0,0,0,0,0,406,1,8,Defender,Midfielder
Ayanda Sishuba,BEL,Lens,fr Ligue 1,18 years,0.7,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,Midfielder,Forward
Ibrahima Sissoko,MLI,Strasbourg,fr Ligue 1,25 years,18.2,752,737,13,12,2,2,2,1,0,0,0,0,614,2,4,Midfielder,
Moussa Sissoko,FRA,Nantes,fr Ligue 1,33 years,20.2,681,655,24,11,3,3,18,11,1,0,0,0,547,2,19,Midfielder,
Antonio Sivera,ESP,Alavés,es La Liga,26 years,34.0,1105,653,449,154,0,8,0,0,0,0,0,0,651,3,0,Goalkeeper,
Tim Skarke,GER,Darmstadt 98,de Bundesliga,26 years,26.7,855,777,77,12,1,10,94,35,11,4,6,0,622,1,32,Forward,Defender
Ellyes Skhiri,TUN,Eintracht Frankfurt,de Bundesliga,28 years,24.1,1287,1249,36,32,4,3,4,4,0,0,0,0,1082,2,20,Midfielder,
Oliver Skipp,ENG,Tottenham,eng Premier League,22 years,7.9,383,366,16,8,1,0,1,8,0,0,0,0,351,1,2,Midfielder,Defender
Leo Skiri Østigård,NOR,Napoli,it Serie A,23 years,18.1,1339,1297,37,25,0,8,2,6,0,0,0,0,1172,5,4,Defender,
Łukasz Skorupski,POL,Bologna,it Serie A,32 years,32.0,1018,773,244,56,0,1,0,0,0,0,0,0,796,1,1,Goalkeeper,
Robert Skov,DEN,Hoffenheim,de Bundesliga,27 years,14.0,736,587,147,24,4,2,70,98,25,12,9,0,542,2,27,Defender,Forward
Milan Škriniar,SVK,Paris S-G,fr Ligue 1,28 years,18.1,1820,1773,45,30,0,4,1,5,0,0,0,0,1735,2,3,Defender,
Naatan Skyttä,FIN,Toulouse,fr Ligue 1,21 years,1.3,61,59,2,0,0,0,2,0,1,1,0,0,56,0,0,Midfielder,Forward
Chris Smalling,ENG,Roma,it Serie A,33 years,4.3,228,224,4,4,0,2,0,0,0,0,0,0,197,0,1,Defender,
Adam Smith,ENG,Bournemouth,eng Premier League,32 years,23.9,1025,793,229,14,3,1,39,215,0,0,0,0,782,3,26,Defender,
Emile Smith Rowe,ENG,Arsenal,eng Premier League,23 years,3.9,213,207,6,3,0,1,1,1,1,0,0,0,188,0,2,Midfielder,
Hrvoje Smolčić,CRO,Eintracht Frankfurt,de Bundesliga,22 years,3.9,321,307,14,6,0,0,0,2,0,0,0,0,285,0,2,Defender,
Cédric Soares,POR,Arsenal,eng Premier League,31 years,0.7,69,61,8,2,0,0,4,6,0,0,0,0,60,0,1,Defender,
Danilo Soares,BRA,Bochum,de Bundesliga,31 years,3.9,179,131,48,1,1,0,3,46,1,0,0,0,124,0,3,Defender,
Eduard Sobol,UKR,Strasbourg,fr Ligue 1,28 years,0.3,13,11,2,0,0,0,2,2,0,0,0,0,8,0,1,Defender,
Rubén Sobrino,ESP,Cádiz,es La Liga,31 years,18.3,526,517,6,1,1,3,22,4,0,0,0,0,387,3,26,Midfielder,Forward
Andrea Sodero,ITA,Empoli,it Serie A,18 years,0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Midfielder,
Emran Soglo,ENG,Marseille,fr Ligue 1,18 years,1.2,39,38,1,0,0,0,5,1,0,0,0,0,31,0,1,Midfielder,Defender
Alex Sola,ESP,Alavés,es La Liga,24 years,14.0,430,364,66,4,0,1,84,41,21,3,13,0,269,0,25,Forward,Midfielder
Alex Sola,ESP,Real Sociedad,es La Liga,24 years,0.3,16,9,7,1,0,0,0,6,0,0,0,0,12,0,0,Defender,Midfielder
Dominic Solanke,ENG,Bournemouth,eng Premier League,25 years,36.9,544,485,58,0,1,1,6,4,0,0,0,0,400,1,30,Forward,
Ola Solbakken,NOR,Roma,it Serie A,24 years,0.3,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0,Forward,
Carlos Soler,ESP,Paris S-G,fr Ligue 1,26 years,12.1,782,736,44,17,4,2,23,19,6,1,1,0,670,2,18,Midfielder,Defender
Jhon Solis,COL,Girona,es La Liga,18 years,4.3,225,222,3,2,2,0,0,1,0,0,0,0,191,0,3,Midfielder,
Manor Solomon,ISR,Tottenham,eng Premier League,24 years,2.2,90,90,0,0,1,0,5,0,0,0,0,0,78,0,1,Forward,
Daniele Sommariva,ITA,Genoa,it Serie A,26 years,0.1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,
Yann Sommer,SUI,Inter,it Serie A,34 years,34.0,1236,992,242,41,0,1,0,0,0,0,0,0,1078,2,0,Goalkeeper,
Brandon Soppy,FRA,Torino,it Serie A,21 years,2.0,92,67,25,4,0,0,3,21,0,0,0,0,68,0,7,Defender,
David Soria,ESP,Getafe,es La Liga,30 years,37.9,1295,781,508,198,0,9,0,0,0,0,0,0,687,6,0,Goalkeeper,
Alberto Soro,ESP,Granada,es La Liga,24 years,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Midfielder,
Alessandro Sorrentino,ITA,Monza,it Serie A,21 years,6.1,193,141,52,10,0,0,0,0,0,0,0,0,148,0,0,Goalkeeper,
Borna Sosa,CRO,Stuttgart,de Bundesliga,25 years,0.5,43,37,6,2,0,1,12,1,3,2,1,0,27,0,2,Forward,Defender
Hugo Sotelo,ESP,Celta Vigo,es La Liga,19 years,8.0,589,534,52,25,0,6,29,1,26,9,10,0,516,3,4,Midfielder,
Florian Sotoca,FRA,Lens,fr Ligue 1,32 years,28.9,1445,1361,74,11,12,8,95,55,2,0,0,0,1071,10,47,Midfielder,Forward
Riccardo Sottil,ITA,Fiorentina,it Serie A,24 years,12.3,421,419,2,1,1,4,46,1,0,0,0,0,331,0,17,Forward,
Tomáš Souček,CZE,West Ham,eng Premier League,28 years,31.9,962,949,7,2,2,9,6,3,0,0,0,0,722,6,27,Midfielder,
Matìas Soulé,ARG,Frosinone,it Serie A,20 years,34.7,1535,1387,142,27,23,3,98,32,82,32,15,1,1197,6,33,Forward,Midfielder
Boubakary Soumaré,FRA,Sevilla,es La Liga,24 years,25.4,1232,1221,9,8,2,6,3,1,0,0,0,0,1109,2,15,Midfielder,
Issa Soumaré,SEN,Le Havre,fr Ligue 1,22 years,2.6,62,58,3,0,0,0,2,1,0,0,0,0,33,1,6,Forward,Midfielder
Vinicius Souza,BRA,Sheffield Utd,eng Premier League,24 years,29.6,995,979,13,10,0,8,10,2,0,0,0,0,790,3,30,Midfielder,
Djibril Sow,SUI,Sevilla,es La Liga,26 years,16.2,682,664,16,12,0,5,5,1,1,0,1,0,582,2,14,Midfielder,
Saidou Sow,GUI,Strasbourg,fr Ligue 1,21 years,8.0,353,338,15,14,2,2,0,1,0,0,0,0,301,0,3,Defender,
Çağlar Söyüncü,TUR,Atlético Madrid,es La Liga,27 years,1.3,81,79,2,2,0,0,0,0,0,0,0,0,71,0,0,Defender,
Djed Spence,ENG,Genoa,it Serie A,22 years,9.5,342,275,67,4,0,2,12,63,0,0,0,0,272,0,5,Defender,
Stijn Spierings,NED,Toulouse,fr Ligue 1,27 years,16.8,1089,1037,48,38,3,15,11,7,2,1,1,0,944,4,17,Midfielder,
Stijn Spierings,NED,Lens,fr Ligue 1,27 years,1.3,59,59,0,0,0,1,1,0,0,0,0,0,50,0,2,Midfielder,
Leonardo Spinazzola,ITA,Roma,it Serie A,30 years,14.6,849,731,112,8,3,7,84,104,0,0,0,0,663,6,17,Defender,
Marco Sportiello,ITA,Milan,it Serie A,31 years,7.0,247,220,27,10,0,0,0,0,0,0,0,0,213,0,0,Goalkeeper,
Anton Stach,GER,Hoffenheim,de Bundesliga,24 years,25.8,1309,1255,51,18,8,11,54,1,30,12,13,1,1031,3,21,Midfielder,
Anton Stach,GER,Mainz 05,de Bundesliga,24 years,1.9,68,65,3,2,0,0,2,0,1,0,1,0,43,0,1,Midfielder,
Jens Stage,DEN,Werder Bremen,de Bundesliga,26 years,25.9,1042,998,38,19,2,4,10,8,0,0,0,0,775,6,28,Midfielder,
Benjamin Stambouli,FRA,Reims,fr Ligue 1,32 years,3.2,130,129,1,1,0,0,2,0,0,0,0,0,95,0,3,Midfielder,
Josip Stanišić,CRO,Leverkusen,de Bundesliga,23 years,14.0,1077,1018,54,17,1,6,16,37,0,0,0,0,961,5,12,Defender,
Carl Starfelt,SWE,Celta Vigo,es La Liga,28 years,24.6,1035,1013,20,19,0,3,1,1,0,0,0,0,907,2,3,Defender,
Niklas Stark,GER,Werder Bremen,de Bundesliga,28 years,12.1,595,566,28,26,0,4,0,2,0,0,0,0,475,1,3,Defender,
Jason Steele,ENG,Brighton,eng Premier League,32 years,17.0,673,607,64,10,0,1,0,0,0,0,0,0,570,2,0,Goalkeeper,
Pascal Stenzel,GER,Stuttgart,de Bundesliga,27 years,11.8,824,694,128,23,2,17,26,103,2,0,2,0,715,2,13,Defender,
Leonidas Stergiou,SUI,Stuttgart,de Bundesliga,21 years,6.6,364,319,43,3,0,2,12,40,0,0,0,0,308,2,4,Defender,
Raheem Sterling,ENG,Chelsea,eng Premier League,28 years,22.0,728,716,7,0,11,1,59,6,0,0,0,0,538,5,34,Forward,Midfielder
Trivante Stewart,JAM,Salernitana,it Serie A,23 years,1.1,27,21,6,0,0,0,2,0,0,0,0,0,18,0,0,Forward,Midfielder
Angelo Stiller,GER,Hoffenheim,de Bundesliga,22 years,0.9,43,37,5,3,0,1,3,0,2,0,0,0,36,1,2,Midfielder,
Angelo Stiller,GER,Stuttgart,de Bundesliga,22 years,29.9,2637,2448,188,91,12,9,81,8,66,32,15,0,2346,1,19,Midfielder,
Kevin Stöger,AUT,Bochum,de Bundesliga,29 years,29.6,2028,1650,362,156,16,12,258,40,110,42,60,1,1363,16,55,Midfielder,
Filip Stojilković,SUI,Darmstadt 98,de Bundesliga,23 years,1.7,21,20,1,0,0,0,3,0,0,0,0,0,10,0,0,Forward,Midfielder
John Stones,ENG,Manchester City,eng Premier League,29 years,11.8,839,824,15,9,0,7,5,3,0,0,0,0,781,0,6,Defender,Midfielder
Thomas Strakosha,ALB,Brentford,eng Premier League,28 years,1.5,71,45,26,11,0,0,0,0,0,0,0,0,52,0,0,Goalkeeper,
Jørgen Strand Larsen,NOR,Celta Vigo,es La Liga,23 years,31.8,618,587,28,0,3,2,18,2,0,0,0,0,423,3,22,Forward,
Gabriel Strefezza,BRA,Lecce,it Serie A,26 years,12.4,412,352,57,19,3,6,42,10,22,7,2,0,300,3,9,Forward,
Kevin Strootman,NED,Genoa,it Serie A,33 years,13.4,670,632,37,21,1,1,20,11,5,2,1,0,550,1,9,Midfielder,
Cristhian Stuani,URU,Girona,es La Liga,36 years,8.9,115,101,14,1,1,0,1,0,0,0,0,0,84,0,2,Forward,
Álex Suárez,ESP,Las Palmas,es La Liga,30 years,28.5,1613,1402,209,68,1,5,15,128,0,0,0,0,1396,2,11,Defender,
Damián Suárez,URU,Getafe,es La Liga,35 years,14.4,638,499,137,20,0,15,49,107,9,1,6,1,436,2,14,Defender,
Denis Suárez,ESP,Villarreal,es La Liga,29 years,1.5,94,82,12,9,0,1,4,1,2,2,0,0,79,0,1,Midfielder,Forward
Gabriel Suazo,CHI,Toulouse,fr Ligue 1,25 years,26.2,1482,1220,258,48,8,8,101,189,21,8,11,0,1163,4,41,Defender,
Isaac Success,NGA,Udinese,it Serie A,27 years,9.8,204,201,2,0,3,3,2,0,0,0,0,0,130,1,9,Forward,Midfielder
Niklas Süle,GER,Dortmund,de Bundesliga,27 years,16.8,1505,1431,73,48,0,22,2,12,0,0,0,0,1401,1,6,Defender,
Ibrahim Sulemana,GHA,Cagliari,it Serie A,20 years,14.9,452,446,3,3,0,8,13,0,0,0,0,0,361,3,10,Midfielder,
Tomáš Suslov,SVK,Hellas Verona,it Serie A,21 years,23.2,573,473,97,27,3,15,72,9,29,8,19,0,416,3,23,Midfielder,Forward
Suso,ESP,Sevilla,es La Liga,29 years,16.9,907,797,105,37,2,21,132,14,50,27,17,0,702,5,29,Midfielder,Forward
Mattias Svanberg,SWE,Wolfsburg,de Bundesliga,24 years,19.1,807,752,52,26,2,7,55,0,23,19,4,0,574,3,19,Midfielder,
Max Svensson,ESP,Osasuna,es La Liga,nan years,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,
Mile Svilar,SRB,Roma,it Serie A,23 years,15.0,605,492,113,24,0,0,0,0,0,0,0,0,526,0,0,Goalkeeper,
Williot Swedberg,SWE,Celta Vigo,es La Liga,19 years,4.9,108,102,5,1,0,0,5,0,0,0,0,0,80,1,3,Forward,Midfielder
Karol Świderski,POL,Hellas Verona,it Serie A,26 years,5.6,120,108,9,0,0,0,3,0,1,0,0,0,84,3,8,Forward,Midfielder
Abakar Sylla,CIV,Strasbourg,fr Ligue 1,20 years,19.9,1266,1186,79,30,0,7,3,17,0,0,0,0,1111,1,5,Defender,
Dembo Sylla,GUI,Lorient,fr Ligue 1,20 years,0.5,22,18,4,0,0,1,4,4,0,0,0,0,19,0,1,Defender,
Issiaga Sylla,GUI,Montpellier,fr Ligue 1,29 years,16.2,719,564,150,10,0,2,43,140,0,0,0,0,528,5,24,Defender,Forward
Mamadou Sylla,SEN,Alavés,es La Liga,29 years,0.2,7,6,1,0,0,0,0,0,0,0,0,0,3,0,0,Forward,Midfielder
Attila Szalai,HUN,Hoffenheim,de Bundesliga,25 years,3.2,178,171,6,1,2,3,5,5,0,0,0,0,131,1,2,Defender,
Attila Szalai,HUN,Freiburg,de Bundesliga,25 years,1.1,72,68,3,0,1,0,0,0,0,0,0,0,58,1,0,Defender,
Wojciech Szczęsny,POL,Juventus,it Serie A,33 years,35.0,1006,771,231,57,0,5,0,0,0,0,0,0,780,4,0,Goalkeeper,
Dominik Szoboszlai,HUN,Liverpool,eng Premier League,22 years,23.4,1550,1376,167,34,3,16,113,31,66,24,28,2,1280,7,24,Midfielder,
Przemysław Szymiński,POL,Frosinone,it Serie A,29 years,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Midfielder,
Alexander Sørloth,NOR,Villarreal,es La Liga,27 years,27.7,476,448,22,0,2,0,7,1,0,0,0,0,357,6,15,Forward,
Musa Al-Taamari,JOR,Montpellier,fr Ligue 1,26 years,21.4,553,515,35,7,4,3,22,19,3,1,0,0,402,3,34,Forward,
Nicolás Tagliafico,ARG,Lyon,fr Ligue 1,30 years,23.6,1175,1017,153,15,3,0,40,137,1,0,0,0,999,5,21,Defender,
Jonathan Tah,GER,Leverkusen,de Bundesliga,27 years,29.2,2193,2156,33,26,1,7,3,1,0,0,0,0,2070,4,6,Defender,
Montassar Talbi,TUN,Lorient,fr Ligue 1,25 years,24.5,1188,1147,35,22,0,5,3,5,0,0,0,0,1008,6,6,Defender,
Yassin Tallal,ESP,Getafe,es La Liga,18 years,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,
Adrien Tameze,CMR,Torino,it Serie A,29 years,23.8,1276,1218,56,39,1,5,15,16,0,0,0,0,1106,2,23,Defender,Midfielder
Renato Tapia,PER,Celta Vigo,es La Liga,28 years,14.9,715,667,44,38,2,10,9,5,0,0,0,0,541,4,15,Midfielder,Defender
Edmond Tapsoba,BFA,Leverkusen,de Bundesliga,24 years,23.2,1973,1896,72,40,5,11,5,10,0,0,0,0,1795,5,10,Defender,
Matt Targett,ENG,Newcastle Utd,eng Premier League,27 years,0.9,41,38,3,0,0,0,0,3,0,0,0,0,36,0,1,Defender,
Oussama Targhalline,MAR,Le Havre,fr Ligue 1,21 years,11.4,704,689,13,9,2,2,8,3,1,0,0,0,600,2,15,Midfielder,
James Tarkowski,ENG,Everton,eng Premier League,30 years,38.0,1550,1485,52,45,1,22,6,6,0,0,0,0,1195,13,10,Defender,
César Tárrega,ESP,Valencia,es La Liga,21 years,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Defender,
Jimi Tauriainen,ENG,Chelsea,eng Premier League,19 years,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,
Nuno Tavares,POR,Nottingham Forest,eng Premier League,23 years,5.1,274,225,48,8,0,4,16,39,1,0,1,0,201,1,7,Defender,
Marcus Tavernier,ENG,Bournemouth,eng Premier League,24 years,23.5,920,790,121,25,3,8,116,35,59,45,2,1,658,9,27,Forward,
Elayis Tavsan,NED,Hellas Verona,it Serie A,22 years,0.6,8,7,1,0,0,0,1,0,1,1,0,0,7,0,0,Midfielder,Forward
Charlie Taylor,ENG,Burnley,eng Premier League,29 years,25.9,1312,1099,206,14,0,7,71,192,0,0,0,0,995,7,28,Defender,
Marciano Tchami,GNB,Almería,es La Liga,19 years,0.5,24,22,2,0,0,0,1,0,0,0,0,0,14,0,2,Forward,Midfielder
Loum Tchaouna,FRA,Salernitana,it Serie A,19 years,23.3,766,717,43,3,1,12,70,10,8,4,1,0,505,6,35,Forward,Midfielder
Jackson Tchatchoua,CMR,Hellas Verona,it Serie A,21 years,19.2,799,621,177,6,0,2,64,171,0,0,0,0,604,1,16,Defender,
Enzo Tchato,CMR,Montpellier,fr Ligue 1,20 years,12.5,639,526,111,9,0,1,49,102,0,0,0,0,478,2,17,Defender,
Aurélien Tchouaméni,FRA,Real Madrid,es La Liga,23 years,22.1,1520,1461,53,49,1,4,22,2,0,0,0,0,1377,6,9,Midfielder,Defender
Mathys Tel,FRA,Bayern Munich,de Bundesliga,18 years,11.7,410,389,18,1,1,2,18,9,2,0,0,0,340,3,12,Forward,Midfielder
Nathan Tella,NGA,Leverkusen,de Bundesliga,24 years,9.1,351,323,28,0,1,4,27,27,1,0,0,0,279,0,14,Defender,Midfielder
Nahuel Tenaglia,ARG,Alavés,es La Liga,27 years,12.7,454,384,67,13,1,3,17,54,0,0,0,0,330,3,13,Defender,
Arnau Tenas,ESP,Paris S-G,fr Ligue 1,22 years,5.9,211,169,42,5,1,0,0,0,0,0,0,0,173,0,0,Goalkeeper,
Marc-André ter Stegen,GER,Barcelona,es La Liga,31 years,28.0,1036,818,216,53,0,1,0,0,0,0,0,0,927,2,2,Goalkeeper,
Filippo Terracciano,ITA,Hellas Verona,it Serie A,20 years,14.4,713,559,153,19,1,10,59,121,13,2,10,0,507,1,15,Defender,
Filippo Terracciano,ITA,Milan,it Serie A,20 years,0.8,40,39,1,0,0,0,0,1,0,0,0,0,38,0,0,Defender,Forward
Pietro Terracciano,ITA,Fiorentina,it Serie A,33 years,33.0,1231,970,257,81,0,1,0,0,0,0,0,0,979,4,0,Goalkeeper,
Ramón Terrats,ESP,Villarreal,es La Liga,22 years,8.7,462,428,31,6,1,1,28,20,5,1,1,0,375,3,19,Midfielder,Defender
Martin Terrier,FRA,Rennes,fr Ligue 1,26 years,17.0,497,480,16,2,2,0,5,0,0,0,0,0,395,1,7,Forward,Midfielder
Kenny Tete,NED,Fulham,eng Premier League,27 years,9.6,523,438,84,7,1,0,23,77,0,0,0,0,418,1,13,Defender,
Benjamin Tetteh,GHA,Metz,fr Ligue 1,26 years,3.1,77,71,6,0,0,0,1,0,0,0,0,0,49,0,4,Forward,Midfielder
Teddy Teuma,MLT,Reims,fr Ligue 1,29 years,23.5,1512,1307,197,85,6,17,139,16,77,35,36,0,1181,8,36,Midfielder,
Florian Thauvin,FRA,Udinese,it Serie A,30 years,19.0,548,468,75,9,2,5,79,10,19,0,11,1,385,5,16,Forward,
Arthur Theate,BEL,Rennes,fr Ligue 1,23 years,25.5,1640,1565,72,47,0,14,11,22,0,0,0,0,1444,3,7,Defender,
Norman Theuerkauf,GER,Heidenheim,de Bundesliga,36 years,14.0,590,528,59,7,0,10,22,46,6,3,2,0,462,3,12,Midfielder,Defender
Malick Thiaw,GER,Milan,it Serie A,21 years,18.0,1184,1153,30,15,0,2,0,4,0,0,0,0,1084,1,7,Defender,
Jan Thielmann,GER,Köln,de Bundesliga,21 years,17.5,551,465,83,8,2,4,42,65,0,0,0,0,364,3,34,Forward,Defender
Denis Thomalla,GER,Heidenheim,de Bundesliga,30 years,5.0,191,186,3,2,0,1,2,0,0,0,0,0,143,2,5,Midfielder,Forward
Luke Thomas,ENG,Sheffield Utd,eng Premier League,22 years,10.2,319,287,32,1,0,0,13,31,0,0,0,0,234,0,14,Defender,
Adrien Thomasson,FRA,Lens,fr Ligue 1,29 years,13.3,679,638,38,18,1,1,47,2,18,2,11,0,506,3,31,Midfielder,
Morten Thorsby,NOR,Genoa,it Serie A,27 years,12.9,332,329,3,1,0,0,9,2,0,0,0,0,206,0,10,Midfielder,
Kristian Thorstvedt,NOR,Sassuolo,it Serie A,24 years,26.6,978,957,20,13,0,8,26,2,5,2,2,0,710,1,28,Midfielder,
