Player,Nation,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Position 1,Position 2
Daouda Traoré,FRA,Nice,fr Ligue 1,17 years,0.2,0,1,0,0.0,5.63,0.0,0.0,,18.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Midfielder,
Hamari Traoré,MLI,Real Sociedad,es La Liga,31 years,25.5,0,18,2,11.1,0.71,0.08,0.0,0.0,24.3,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Defender,
Ismaël Traoré,CIV,Metz,fr Ligue 1,36 years,24.7,2,10,4,40.0,0.41,0.16,0.2,0.5,11.9,0,0,0,0.8,0.8,0.08,1.2,1.2,Defender,
Omar Traoré,GER,Heidenheim,de Bundesliga,25 years,27.5,0,11,1,9.1,0.4,0.04,0.0,0.0,28.0,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Defender,
Kevin Trapp,GER,Eintracht Frankfurt,de Bundesliga,33 years,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Mark Travers,IRL,Bournemouth,eng Premier League,24 years,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Óscar Trejo,ARG,Rayo Vallecano,es La Liga,35 years,15.3,0,18,3,16.7,1.17,0.2,0.0,0.0,19.6,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Forward,Midfielder
Mike Trésor,BEL,Burnley,eng Premier League,24 years,4.7,0,5,0,0.0,1.07,0.0,0.0,,19.7,1,0,0,0.5,0.5,0.09,-0.5,-0.5,Forward,Midfielder
Manu Trigueros,ESP,Villarreal,es La Liga,31 years,3.4,0,6,3,50.0,1.75,0.87,0.0,0.0,20.5,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Midfielder,
Christopher Trimmel,AUT,Union Berlin,de Bundesliga,36 years,18.3,0,6,4,66.7,0.33,0.22,0.0,0.0,20.5,0,0,0,0.6,0.5,0.08,-0.6,-0.5,Defender,
Kieran Trippier,ENG,Newcastle Utd,eng Premier League,32 years,24.8,1,8,2,25.0,0.32,0.08,0.13,0.5,23.8,4,0,0,0.7,0.7,0.08,0.3,0.3,Defender,
Leandro Trossard,BEL,Arsenal,eng Premier League,28 years,18.3,12,60,22,36.7,3.27,1.2,0.2,0.55,16.1,0,0,0,7.9,7.9,0.13,4.1,4.1,Forward,Midfielder
Adrien Truffert,FRA,Rennes,fr Ligue 1,21 years,23.8,1,20,7,35.0,0.84,0.29,0.05,0.14,20.7,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Defender,
Auston Trusty,USA,Sheffield Utd,eng Premier League,24 years,28.6,0,8,2,25.0,0.28,0.07,0.0,0.0,13.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Defender,
Kostas Tsimikas,GRE,Liverpool,eng Premier League,27 years,7.5,0,3,0,0.0,0.4,0.0,0.0,,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Defender,
Viktor Tsyhankov,UKR,Girona,es La Liga,25 years,22.8,8,44,15,34.1,1.93,0.66,0.18,0.53,17.0,3,0,0,6.2,6.2,0.14,1.8,1.8,Midfielder,Forward
Stefano Turati,ITA,Frosinone,it Serie A,21 years,30.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Matt Turner,USA,Nottingham Forest,eng Premier League,29 years,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Beñat Turrientes,ESP,Real Sociedad,es La Liga,21 years,18.7,0,23,10,43.5,1.23,0.53,0.0,0.0,24.6,1,0,0,1.2,1.2,0.05,-1.2,-1.2,Midfielder,
Tuta,BRA,Eintracht Frankfurt,de Bundesliga,24 years,28.9,1,18,7,38.9,0.62,0.24,0.06,0.14,12.7,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Defender,
Destiny Udogie,ITA,Tottenham,eng Premier League,20 years,26.6,2,9,5,55.6,0.34,0.19,0.22,0.4,10.1,0,0,0,2.4,2.4,0.27,-0.4,-0.4,Defender,
Matthieu Udol,FRA,Metz,fr Ligue 1,27 years,30.0,3,19,7,36.8,0.63,0.23,0.16,0.43,12.3,0,0,0,1.4,1.4,0.07,1.6,1.6,Defender,
Manuel Ugarte Ribeiro,URU,Paris S-G,fr Ligue 1,22 years,21.5,0,10,1,10.0,0.47,0.05,0.0,0.0,23.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Midfielder,
Lesley Ugochukwu,FRA,Chelsea,eng Premier League,19 years,3.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Lukas Ullrich,GER,Gladbach,de Bundesliga,19 years,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,Forward
Sven Ulreich,GER,Bayern Munich,de Bundesliga,34 years,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Samuel Umtiti,FRA,Lille,fr Ligue 1,29 years,2.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Enes Ünal,TUR,Bournemouth,eng Premier League,26 years,3.6,2,23,8,34.8,6.31,2.2,0.09,0.25,12.5,2,0,0,2.9,2.9,0.13,-0.9,-0.9,Forward,Midfielder
Enes Ünal,TUR,Getafe,es La Liga,26 years,1.6,0,1,0,0.0,0.64,0.0,0.0,,18.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,Forward,Midfielder
Deniz Undav,GER,Stuttgart,de Bundesliga,27 years,23.2,18,106,51,48.1,4.57,2.2,0.17,0.35,17.4,0,0,1,15.0,14.3,0.13,3.0,3.7,Forward,Midfielder
Dayot Upamecano,FRA,Bayern Munich,de Bundesliga,24 years,19.6,1,11,4,36.4,0.56,0.2,0.09,0.25,10.5,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Defender,
Kacper Urbanski,POL,Bologna,it Serie A,18 years,10.3,0,17,6,35.3,1.65,0.58,0.0,0.0,17.6,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Midfielder,Forward
Mark Uth,GER,Köln,de Bundesliga,31 years,4.1,0,12,5,41.7,2.9,1.21,0.0,0.0,14.9,1,0,0,2.0,2.0,0.17,-2.0,-2.0,Midfielder,Forward
Myrto Uzuni,ALB,Granada,es La Liga,28 years,27.2,11,58,24,41.4,2.13,0.88,0.12,0.29,17.9,2,4,5,12.9,9.0,0.16,-1.9,-2.0,Forward,
Josha Vagnoman,GER,Stuttgart,de Bundesliga,22 years,13.1,2,17,6,35.3,1.29,0.46,0.12,0.33,17.2,0,0,0,1.3,1.3,0.08,0.7,0.7,Defender,
Óscar Valentín,ESP,Rayo Vallecano,es La Liga,28 years,29.9,1,15,7,46.7,0.5,0.23,0.07,0.14,12.7,0,0,0,1.7,1.7,0.11,-0.7,-0.7,Midfielder,
Emanuele Valeri,ITA,Frosinone,it Serie A,24 years,13.1,0,19,3,15.8,1.45,0.23,0.0,0.0,24.4,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Defender,
Martin Valjent,SVK,Mallorca,es La Liga,27 years,26.1,0,9,0,0.0,0.34,0.0,0.0,,19.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Defender,
Jesús Vallejo,ESP,Granada,es La Liga,26 years,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Álvaro Vallés,ESP,Las Palmas,es La Liga,26 years,36.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Federico Valverde,URU,Real Madrid,es La Liga,25 years,32.3,2,56,18,32.1,1.74,0.56,0.04,0.11,23.0,1,0,0,3.5,3.5,0.06,-1.5,-1.5,Midfielder,
Kévin Van Den Kerkhof,ALG,Metz,fr Ligue 1,27 years,21.3,1,21,7,33.3,0.99,0.33,0.05,0.14,19.3,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Forward,Midfielder
Siebe Van Der Heyden,BEL,Mallorca,es La Liga,25 years,3.2,0,2,0,0.0,0.63,0.0,0.0,,9.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Defender,
Virgil van Dijk,NED,Liverpool,eng Premier League,32 years,35.3,2,45,14,31.1,1.27,0.4,0.04,0.14,12.6,1,0,0,2.8,2.8,0.06,-0.8,-0.8,Defender,
Vanderson,BRA,Monaco,fr Ligue 1,22 years,18.2,3,30,10,33.3,1.65,0.55,0.1,0.3,21.6,0,0,0,2.1,2.1,0.07,0.9,0.9,Defender,
Raphaël Varane,FRA,Manchester Utd,eng Premier League,30 years,15.3,1,8,2,25.0,0.52,0.13,0.13,0.5,9.2,0,0,0,1.3,1.3,0.16,-0.3,-0.3,Defender,
Ruben Vargas,SUI,Augsburg,de Bundesliga,24 years,21.8,4,49,17,34.7,2.25,0.78,0.08,0.24,17.4,3,0,0,3.9,3.9,0.08,0.1,0.1,Midfielder,Forward
Johan Vásquez,MEX,Genoa,it Serie A,24 years,31.7,1,34,10,29.4,1.07,0.32,0.03,0.1,13.6,0,0,0,1.9,1.9,0.05,-0.9,-0.9,Defender,
José Luis García Vayá,ESP,Valencia,es La Liga,24 years,36.7,7,27,5,18.5,0.74,0.14,0.0,0.0,33.8,12,7,8,7.3,1.0,0.04,-0.3,-1.0,Midfielder,
Borja Vázquez,ESP,Cádiz,es La Liga,18 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Jesus Vazquez,ESP,Valencia,es La Liga,20 years,8.0,1,7,2,28.6,0.88,0.25,0.14,0.5,14.1,0,0,0,1.2,1.2,0.17,-0.2,-0.2,Defender,Midfielder
Kevin Vázquez,ESP,Celta Vigo,es La Liga,30 years,7.8,0,2,1,50.0,0.26,0.13,0.0,0.0,20.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Defender,
Lucas Vázquez,ESP,Real Madrid,es La Liga,32 years,15.8,3,12,7,58.3,0.76,0.44,0.25,0.43,13.4,0,0,0,1.2,1.1,0.09,1.8,1.9,Defender,
Matías Vecino,URU,Lazio,it Serie A,31 years,12.8,6,33,11,33.3,2.58,0.86,0.18,0.55,15.7,0,0,0,3.7,3.7,0.11,2.3,2.3,Midfielder,
Gabriel Veiga,ESP,Celta Vigo,es La Liga,21 years,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Alejo Véliz,ARG,Tottenham,eng Premier League,19 years,0.6,1,2,1,50.0,3.6,1.8,0.5,1.0,8.9,0,0,0,0.2,0.2,0.12,0.8,0.8,Forward,
Alejo Véliz,ARG,Sevilla,es La Liga,19 years,0.4,0,2,2,100.0,5.14,5.14,0.0,0.0,10.1,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Forward,
Miloš Veljković,SRB,Werder Bremen,de Bundesliga,27 years,21.3,2,6,3,50.0,0.28,0.14,0.33,0.67,16.1,0,0,0,1.7,1.7,0.29,0.3,0.3,Defender,
Joël Veltman,NED,Brighton,eng Premier League,31 years,17.6,1,5,3,60.0,0.28,0.17,0.2,0.33,14.2,0,0,0,0.4,0.4,0.08,0.6,0.6,Defender,
Micky van de Ven,NED,Tottenham,eng Premier League,22 years,26.0,3,8,3,37.5,0.31,0.12,0.38,1.0,16.0,0,0,0,0.6,0.6,0.08,2.4,2.4,Defender,
Lorenzo Venuti,ITA,Lecce,it Serie A,28 years,4.0,0,3,1,33.3,0.74,0.25,0.0,0.0,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Defender,
Bart Verbruggen,NED,Brighton,eng Premier League,20 years,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Simone Verdi,ITA,Torino,it Serie A,31 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Jordan Veretout,FRA,Marseille,fr Ligue 1,30 years,24.3,1,36,8,22.2,1.48,0.33,0.03,0.13,22.9,6,0,0,2.9,2.9,0.08,-1.9,-1.9,Midfielder,
Arthur Vermeeren,BEL,Atlético Madrid,es La Liga,18 years,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Yorbe Vertessen,BEL,Union Berlin,de Bundesliga,22 years,6.6,3,24,9,37.5,3.64,1.37,0.13,0.33,16.8,0,0,0,2.7,2.7,0.11,0.3,0.3,Forward,Midfielder
Mikel Vesga,ESP,Athletic Club,es La Liga,30 years,17.0,3,17,5,29.4,1.0,0.29,0.06,0.2,20.7,0,2,2,2.7,1.1,0.07,0.3,-0.1,Midfielder,
Guglielmo Vicario,ITA,Tottenham,eng Premier League,26 years,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Carlos Vicente,ESP,Alavés,es La Liga,24 years,12.4,2,15,8,53.3,1.21,0.65,0.13,0.25,15.2,1,0,0,2.3,2.3,0.16,-0.3,-0.3,Forward,
Nacho Vidal,ESP,Osasuna,es La Liga,28 years,1.1,1,3,1,33.3,2.81,0.94,0.33,1.0,12.4,0,0,0,0.3,0.3,0.1,0.7,0.7,Defender,Forward
Nacho Vidal,ESP,Mallorca,es La Liga,28 years,4.6,0,8,3,37.5,1.73,0.65,0.0,0.0,12.3,0,0,0,1.0,1.0,0.13,-1.0,-1.0,Defender,
Fabio Vieira,POR,Arsenal,eng Premier League,23 years,3.3,1,6,1,16.7,1.82,0.3,0.0,0.0,18.0,0,1,1,1.3,0.5,0.08,-0.3,-0.5,Midfielder,Forward
Fran Vieites,ESP,Betis,es La Liga,24 years,3.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Jonathan Viera,ESP,Las Palmas,es La Liga,33 years,6.9,2,12,4,33.3,1.75,0.58,0.0,0.0,24.0,2,2,2,2.3,0.7,0.06,-0.3,-0.7,Midfielder,Forward
Jonathan Viera,ESP,Almería,es La Liga,33 years,10.1,0,12,5,41.7,1.18,0.49,0.0,0.0,18.7,1,0,0,1.3,1.3,0.11,-1.3,-1.3,Midfielder,
Emanuel Vignato,ITA,Salernitana,it Serie A,22 years,3.5,0,1,0,0.0,0.29,0.0,0.0,,15.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Midfielder,Forward
Samuele Vignato,ITA,Monza,it Serie A,19 years,3.8,1,7,4,57.1,1.84,1.05,0.14,0.25,15.1,0,0,0,1.7,1.7,0.24,-0.7,-0.7,Midfielder,Forward
Oscar Vilhelmsson,SWE,Darmstadt 98,de Bundesliga,19 years,15.3,4,28,10,35.7,1.83,0.66,0.14,0.4,14.7,0,0,0,4.1,4.1,0.15,-0.1,-0.1,Forward,Midfielder
Toni Villa,ESP,Girona,es La Liga,28 years,0.1,0,1,1,100.0,6.92,6.92,0.0,0.0,18.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Forward,
Asier Villalibre,ESP,Athletic Club,es La Liga,25 years,5.7,2,12,6,50.0,2.11,1.05,0.17,0.33,11.5,0,0,0,1.7,1.7,0.14,0.3,0.3,Forward,
Gonzalo Villar,ESP,Granada,es La Liga,25 years,20.0,1,22,4,18.2,1.1,0.2,0.05,0.25,22.5,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Midfielder,
Iván Villar,ESP,Celta Vigo,es La Liga,26 years,11.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Matías Viña,URU,Sassuolo,it Serie A,25 years,11.3,0,8,2,25.0,0.71,0.18,0.0,0.0,22.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Defender,
Rúben Vinagre,POR,Hellas Verona,it Serie A,24 years,3.1,0,2,0,0.0,0.64,0.0,0.0,,31.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Defender,Forward
Carlos Vinícius,BRA,Fulham,eng Premier League,28 years,3.5,2,9,5,55.6,2.57,1.43,0.22,0.4,10.9,0,0,0,1.6,1.6,0.18,0.4,0.4,Forward,
Nicolas Viola,ITA,Cagliari,it Serie A,33 years,13.4,5,37,11,29.7,2.76,0.82,0.14,0.45,22.3,6,0,1,3.4,2.6,0.07,1.6,2.4,Midfielder,Forward
Alan Virginius,FRA,Lille,fr Ligue 1,20 years,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Alan Virginius,FRA,Clermont Foot,fr Ligue 1,20 years,10.4,0,10,6,60.0,0.96,0.58,0.0,0.0,15.0,0,0,0,1.3,1.3,0.13,-1.3,-1.3,Forward,
Ricardo Visus,ESP,Betis,es La Liga,22 years,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Mattia Viti,ITA,Sassuolo,it Serie A,21 years,10.9,1,4,1,25.0,0.37,0.09,0.25,1.0,6.3,0,0,0,1.0,1.0,0.24,0.0,0.0,Defender,
Vitinha,POR,Genoa,it Serie A,23 years,3.2,2,14,5,35.7,4.42,1.58,0.14,0.4,14.4,0,0,0,1.1,1.1,0.08,0.9,0.9,Forward,Midfielder
Vitinha,POR,Marseille,fr Ligue 1,23 years,10.3,3,37,9,24.3,3.61,0.88,0.08,0.33,12.1,0,0,0,5.1,5.1,0.14,-2.1,-2.1,Forward,
Vitinha,POR,Paris S-G,fr Ligue 1,23 years,23.6,7,45,19,42.2,1.9,0.8,0.16,0.37,21.5,1,0,0,3.1,3.1,0.07,3.9,3.9,Midfielder,
Vitinho,BRA,Burnley,eng Premier League,24 years,25.7,0,25,4,16.0,0.97,0.16,0.0,0.0,18.0,0,0,0,1.6,1.6,0.06,-1.6,-1.6,Defender,Midfielder
Daniel Vivian,ESP,Athletic Club,es La Liga,24 years,32.0,0,11,1,9.1,0.34,0.03,0.0,0.0,13.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Defender,
Odisseas Vlachodimos,GRE,Nottingham Forest,eng Premier League,29 years,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Dušan Vlahović,SRB,Juventus,it Serie A,23 years,25.6,16,106,35,33.0,4.14,1.37,0.13,0.4,15.8,7,2,4,16.6,13.3,0.13,-0.6,0.7,Forward,
Nikola Vlašić,CRO,Torino,it Serie A,25 years,29.0,3,46,11,23.9,1.59,0.38,0.07,0.27,20.1,1,0,0,2.4,2.4,0.05,0.6,0.6,Midfielder,Forward
Alessandro Vogliacco,ITA,Genoa,it Serie A,24 years,13.0,0,5,0,0.0,0.38,0.0,0.0,,13.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Defender,
Kevin Vogt,GER,Hoffenheim,de Bundesliga,31 years,14.7,0,2,1,50.0,0.14,0.07,0.0,0.0,18.8,0,0,0,0.7,0.7,0.34,-0.7,-0.7,Defender,
Kevin Vogt,GER,Union Berlin,de Bundesliga,31 years,14.7,0,1,0,0.0,0.07,0.0,0.0,,14.3,0,0,0,0.0,0.0,0.03,0.0,0.0,Defender,
Mërgim Vojvoda,KVX,Torino,it Serie A,28 years,15.3,0,9,4,44.4,0.59,0.26,0.0,0.0,21.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Defender,
Kevin Volland,GER,Union Berlin,de Bundesliga,31 years,14.9,3,33,10,30.3,2.21,0.67,0.03,0.1,19.7,0,2,3,5.3,2.9,0.09,-2.3,-1.9,Forward,Midfielder
Cristian Volpato,ITA,Sassuolo,it Serie A,19 years,7.2,1,12,6,50.0,1.67,0.84,0.08,0.17,23.2,0,0,0,0.5,0.5,0.04,0.5,0.5,Midfielder,Forward
Aster Vranckx,BEL,Wolfsburg,de Bundesliga,20 years,12.8,0,4,2,50.0,0.31,0.16,0.0,0.0,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Midfielder,
Stefan de Vrij,NED,Inter,it Serie A,31 years,17.6,1,10,3,30.0,0.57,0.17,0.1,0.33,12.3,0,0,0,0.6,0.6,0.06,0.4,0.4,Defender,
Elye Wahi,FRA,Montpellier,fr Ligue 1,20 years,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Elye Wahi,FRA,Lens,fr Ligue 1,20 years,18.8,9,59,30,50.8,3.14,1.6,0.14,0.27,13.3,0,1,1,11.5,10.7,0.18,-2.5,-2.7,Forward,
Walace,BRA,Udinese,it Serie A,28 years,36.0,2,27,9,33.3,0.75,0.25,0.07,0.22,27.3,0,0,0,0.8,0.8,0.03,1.2,1.2,Midfielder,
Luca Waldschmidt,GER,Köln,de Bundesliga,27 years,12.7,3,42,15,35.7,3.3,1.18,0.07,0.2,22.3,2,0,1,2.9,2.1,0.05,0.1,0.9,Midfielder,Forward
Kyle Walker,ENG,Manchester City,eng Premier League,33 years,30.7,0,16,3,18.8,0.52,0.1,0.0,0.0,29.4,1,0,0,0.4,0.4,0.02,-0.4,-0.4,Defender,
Sebastian Walukiewicz,POL,Empoli,it Serie A,23 years,22.8,0,4,2,50.0,0.18,0.09,0.0,0.0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Defender,
Aaron Wan-Bissaka,ENG,Manchester Utd,eng Premier League,25 years,19.8,0,3,1,33.3,0.15,0.05,0.0,0.0,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Defender,
Joel Ward,ENG,Crystal Palace,eng Premier League,33 years,22.0,0,10,0,0.0,0.45,0.0,0.0,,18.0,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Defender,
James Ward-Prowse,ENG,West Ham,eng Premier League,28 years,33.3,7,42,16,38.1,1.26,0.48,0.12,0.31,22.8,16,2,2,6.0,4.4,0.11,1.0,0.6,Midfielder,
Lewis Warrington,ENG,Everton,eng Premier League,20 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Deivid Washington,BRA,Chelsea,eng Premier League,18 years,0.1,0,1,0,0.0,6.92,0.0,0.0,,9.0,0,0,0,0.5,0.5,0.47,-0.5,-0.5,Defender,Forward
Kjell-Arik Wätjen,GER,Dortmund,de Bundesliga,17 years,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,Forward
Ollie Watkins,ENG,Aston Villa,eng Premier League,27 years,35.7,19,107,47,43.9,2.99,1.31,0.18,0.4,12.8,0,0,0,16.8,16.8,0.16,2.2,2.2,Forward,
Timothy Weah,USA,Juventus,it Serie A,23 years,14.0,0,12,2,16.7,0.86,0.14,0.0,0.0,20.0,0,0,0,1.5,1.5,0.13,-1.5,-1.5,Defender,Forward
Adam Webster,ENG,Brighton,eng Premier League,28 years,12.7,0,8,0,0.0,0.63,0.0,0.0,,9.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Defender,
Wout Weghorst,NED,Hoffenheim,de Bundesliga,30 years,22.0,7,38,14,36.8,1.73,0.64,0.16,0.43,13.3,0,1,1,7.2,6.4,0.17,-0.2,-0.4,Forward,
Julian Weigl,GER,Gladbach,de Bundesliga,27 years,30.7,2,17,4,23.5,0.55,0.13,0.0,0.0,25.2,1,2,2,2.4,0.9,0.05,-0.4,-0.9,Midfielder,
Nelson Weiper,GER,Mainz 05,de Bundesliga,18 years,1.4,0,2,0,0.0,1.45,0.0,0.0,,8.2,0,0,0,0.5,0.5,0.24,-0.5,-0.5,Forward,Midfielder
Mitchell Weiser,GER,Werder Bremen,de Bundesliga,29 years,29.3,3,44,13,29.5,1.5,0.44,0.07,0.23,14.7,0,0,0,3.8,3.8,0.09,-0.8,-0.8,Defender,Midfielder
Noah Weißhaupt,GER,Freiburg,de Bundesliga,21 years,8.4,1,3,1,33.3,0.36,0.12,0.33,1.0,13.9,0,0,0,0.4,0.4,0.14,0.6,0.6,Defender,Forward
Shon Weissman,ISR,Salernitana,it Serie A,27 years,5.5,1,6,1,16.7,1.09,0.18,0.17,1.0,11.2,0,0,0,1.0,1.0,0.17,0.0,0.0,Forward,Defender
Shon Weissman,ISR,Granada,es La Liga,27 years,0.9,0,1,0,0.0,1.1,0.0,0.0,,13.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Forward,
Danny Welbeck,ENG,Brighton,eng Premier League,32 years,18.8,5,41,16,39.0,2.18,0.85,0.12,0.31,14.5,1,0,0,5.3,5.3,0.13,-0.3,-0.3,Forward,Midfielder
Timo Werner,GER,Tottenham,eng Premier League,27 years,9.0,2,29,7,24.1,3.23,0.78,0.07,0.29,14.1,0,0,0,3.7,3.7,0.13,-1.7,-1.7,Forward,
Timo Werner,GER,RB Leipzig,de Bundesliga,27 years,2.3,2,8,5,62.5,3.48,2.17,0.13,0.2,17.8,0,1,1,2.4,1.6,0.2,-0.4,-0.6,Forward,Midfielder
Adam Wharton,ENG,Crystal Palace,eng Premier League,19 years,14.4,0,10,1,10.0,0.69,0.07,0.0,0.0,24.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Midfielder,
Ethan Wheatley,ENG,Manchester Utd,eng Premier League,17 years,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Ben White,ENG,Arsenal,eng Premier League,25 years,33.2,4,13,6,46.2,0.39,0.18,0.31,0.67,13.2,0,0,0,1.2,1.2,0.09,2.8,2.8,Defender,
Joe White,ENG,Newcastle Utd,eng Premier League,20 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Silvan Widmer,SUI,Mainz 05,de Bundesliga,30 years,13.8,1,14,3,21.4,1.01,0.22,0.07,0.33,15.4,0,0,0,1.4,1.4,0.1,-0.4,-0.4,Defender,
Mateusz Wieteska,POL,Cagliari,it Serie A,26 years,10.7,0,4,0,0.0,0.37,0.0,0.0,,9.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Defender,
Mateusz Wieteska,POL,Clermont Foot,fr Ligue 1,26 years,1.9,1,3,2,66.7,1.55,1.03,0.33,0.5,10.1,0,0,0,0.1,0.1,0.03,0.9,0.9,Defender,
Iñaki Williams,GHA,Athletic Club,es La Liga,29 years,31.6,12,93,43,46.2,2.94,1.36,0.13,0.28,15.4,0,0,0,9.4,9.4,0.1,2.6,2.6,Forward,
Neco Williams,WAL,Nottingham Forest,eng Premier League,22 years,18.2,0,15,4,26.7,0.82,0.22,0.0,0.0,18.9,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Defender,
Nico Williams,ESP,Athletic Club,es La Liga,21 years,25.1,5,56,19,33.9,2.23,0.76,0.09,0.26,15.7,1,0,0,6.0,6.0,0.11,-1.0,-1.0,Forward,
Willian,BRA,Fulham,eng Premier League,34 years,22.8,4,43,16,37.2,1.89,0.7,0.05,0.13,20.4,2,2,2,5.1,3.6,0.08,-1.1,-1.6,Forward,
Joe Willock,ENG,Newcastle Utd,eng Premier League,23 years,4.7,1,7,3,42.9,1.5,0.64,0.14,0.33,10.9,0,0,0,0.8,0.8,0.12,0.2,0.2,Midfielder,
Callum Wilson,ENG,Newcastle Utd,eng Premier League,31 years,11.0,9,33,18,54.5,3.0,1.63,0.21,0.39,11.8,0,2,2,8.8,7.2,0.22,0.2,-0.2,Forward,
Harry Wilson,WAL,Fulham,eng Premier League,26 years,18.0,4,40,13,32.5,2.22,0.72,0.1,0.31,19.1,3,0,0,3.4,3.4,0.08,0.6,0.6,Forward,
Josh Wilson-Esbrand,ENG,Reims,fr Ligue 1,20 years,5.1,1,4,1,25.0,0.78,0.2,0.25,1.0,20.0,0,0,0,0.1,0.1,0.04,0.9,0.9,Defender,Midfielder
